proteinID,geneID
PHAR1_HUMAN,PHACTR1
CE295_HUMAN,CEP295
TANC1_HUMAN,TANC1
FHDC1_HUMAN,FHDC1
EPT1_HUMAN,SELENOI
GRIP2_HUMAN,GRIP2
LNP_HUMAN,LNPK
ASXL3_HUMAN,ASXL3
CEP44_HUMAN,CEP44
ZN436_HUMAN,ZNF436
DYH6_HUMAN,DNAH6
TTYH3_HUMAN,TTYH3
SRCN1_HUMAN,SRCIN1
MTMRC_HUMAN,MTMR12
B3GN4_HUMAN,B3GNT4
WDR33_HUMAN,WDR33
BHE41_HUMAN,BHLHE41
BC11B_HUMAN,BCL11B
S39A8_HUMAN,SLC39A8
STRAB_HUMAN,STRADB
WDR12_HUMAN,WDR12
YIPF3_HUMAN,YIPF3
TINAL_HUMAN,TINAGL1
NDEL1_HUMAN,NDEL1
GPR88_HUMAN,GPR88
TGIF2_HUMAN,TGIF2
BSSP4_HUMAN,PRSS22
ROGDI_HUMAN,ROGDI
PDGFD_HUMAN,PDGFD
DERL2_HUMAN,DERL2
NMUR2_HUMAN,NMUR2
NPFF1_HUMAN,NPFFR1
MLP3B_HUMAN,MAP1LC3B
SENP6_HUMAN,SENP6
REXO4_HUMAN,REXO4
ELOV4_HUMAN,ELOVL4
DNAI2_HUMAN,DNAI2
RPA49_HUMAN,POLR1E
WDR61_HUMAN,WDR61
CHST5_HUMAN,CHST5
SLIRP_HUMAN,SLIRP
SRR_HUMAN,SRR
WN10A_HUMAN,WNT10A
NIF3L_HUMAN,NIF3L1
EGLN1_HUMAN,EGLN1
MCLN1_HUMAN,MCOLN1
PEG3_HUMAN,PEG3
NYX_HUMAN,NYX
CTDS1_HUMAN,CTDSP1
PIP30_HUMAN,PSME3IP1
ANKR2_HUMAN,ANKRD2
SC5A7_HUMAN,SLC5A7
IF5A2_HUMAN,EIF5A2
WWTR1_HUMAN,WWTR1
HPLN2_HUMAN,HAPLN2
PRD14_HUMAN,PRDM14
FGF23_HUMAN,FGF23
MS4A7_HUMAN,MS4A7
CHST6_HUMAN,CHST6
ZN350_HUMAN,ZNF350
IL22_HUMAN,IL22
AICDA_HUMAN,AICDA
TWSG1_HUMAN,TWSG1
NXF2_HUMAN,NXF2
COA1_HUMAN,COA1
NTAL_HUMAN,LAT2
MFF_HUMAN,MFF
NAA50_HUMAN,NAA50
ACH10_HUMAN,CHRNA10
GFRA4_HUMAN,GFRA4
LACRT_HUMAN,LACRT
UBA5_HUMAN,UBA5
MKRN2_HUMAN,MKRN2
LHPP_HUMAN,LHPP
ADA19_HUMAN,ADAM19
S22A4_HUMAN,SLC22A4
SPRTN_HUMAN,SPRTN
MAF1_HUMAN,MAF1
PAIP1_HUMAN,PAIP1
CLPB_HUMAN,CLPB
KTBL1_HUMAN,KATNBL1
MIS12_HUMAN,MIS12
RB33B_HUMAN,RAB33B
LSG1_HUMAN,LSG1
NUAK2_HUMAN,NUAK2
DRC9_HUMAN,IQCG
NAT10_HUMAN,NAT10
RNF32_HUMAN,RNF32
COMD4_HUMAN,COMMD4
SPC1L_HUMAN,SPATC1L
IQCN_HUMAN,IQCN
KLC2_HUMAN,KLC2
CRLD2_HUMAN,CRISPLD2
ZMY12_HUMAN,ZMYND12
ADT4_HUMAN,SLC25A31
BTBD1_HUMAN,BTBD1
ILKAP_HUMAN,ILKAP
ZN541_HUMAN,ZNF541
XRN2_HUMAN,XRN2
TOLIP_HUMAN,TOLLIP
SP130_HUMAN,SAP130
UBP44_HUMAN,USP44
BRD8_HUMAN,BRD8
RNF38_HUMAN,RNF38
SHRPN_HUMAN,SHARPIN
ARL6_HUMAN,ARL6
NSRP1_HUMAN,NSRP1
INT2_HUMAN,INTS2
RGAP1_HUMAN,RACGAP1
ENKD1_HUMAN,ENKD1
QRIC2_HUMAN,QRICH2
PAR12_HUMAN,PARP12
SIK2_HUMAN,SIK2
CSTFT_HUMAN,CSTF2T
WWP1_HUMAN,WWP1
ZCPW1_HUMAN,ZCWPW1
RAB6C_HUMAN,RAB6C
PHS2_HUMAN,PCBD2
5NT3A_HUMAN,NT5C3A
FXYD6_HUMAN,FXYD6
AP5M1_HUMAN,AP5M1
TM222_HUMAN,TMEM222
GBP3_HUMAN,GBP3
GATA_HUMAN,QRSL1
GBRL1_HUMAN,GABARAPL1
DDX47_HUMAN,DDX47
RAB17_HUMAN,RAB17
MAGT1_HUMAN,MAGT1
RAB1B_HUMAN,RAB1B
RM18_HUMAN,MRPL18
LMA2L_HUMAN,LMAN2L
CCDC8_HUMAN,CCDC8
SMG9_HUMAN,SMG9
CK054_HUMAN,C11orf54
RN208_HUMAN,RNF208
OSBL5_HUMAN,OSBPL5
ATG10_HUMAN,ATG10
RBM38_HUMAN,RBM38
CST11_HUMAN,CST11
SNAB_HUMAN,NAPB
GZF1_HUMAN,GZF1
TDIF1_HUMAN,DNTTIP1
SLIK2_HUMAN,SLITRK2
ING2_HUMAN,ING2
ALX4_HUMAN,ALX4
BC11A_HUMAN,BCL11A
STMN4_HUMAN,STMN4
ZBP1_HUMAN,ZBP1
ABCG4_HUMAN,ABCG4
SIL1_HUMAN,SIL1
SDCB2_HUMAN,SDCBP2
APC1_HUMAN,ANAPC1
XYLT2_HUMAN,XYLT2
I2BPL_HUMAN,IRF2BPL
UN93B_HUMAN,UNC93B1
TRPV6_HUMAN,TRPV6
RPC6_HUMAN,POLR3F
RNAS7_HUMAN,RNASE7
NUCKS_HUMAN,NUCKS1
KI13A_HUMAN,KIF13A
ASCC2_HUMAN,ASCC2
REN3A_HUMAN,UPF3A
WNT8A_HUMAN,WNT8A
WNT5B_HUMAN,WNT5B
RBNS5_HUMAN,RBSN
ISCU_HUMAN,ISCU
GHC2_HUMAN,SLC25A18
DB127_HUMAN,DEFB127
OSBL2_HUMAN,OSBPL2
CT085_HUMAN,C20orf85
DUS15_HUMAN,DUSP15
MYLK2_HUMAN,MYLK2
S2551_HUMAN,SLC25A51
S6A17_HUMAN,SLC6A17
RSPH9_HUMAN,RSPH9
ATG5_HUMAN,ATG5
OPN3_HUMAN,OPN3
AUGN_HUMAN,ECRG4
EPN3_HUMAN,EPN3
MED28_HUMAN,MED28
CDT1_HUMAN,CDT1
ABCG8_HUMAN,ABCG8
ABCG5_HUMAN,ABCG5
EHD4_HUMAN,EHD4
S1PR5_HUMAN,S1PR5
PORCN_HUMAN,PORCN
MMP28_HUMAN,MMP28
P2Y12_HUMAN,P2RY12
CAD23_HUMAN,CDH23
KCNH6_HUMAN,KCNH6
SPTN4_HUMAN,SPTBN4
O51E2_HUMAN,OR51E2
CARD9_HUMAN,CARD9
VP33B_HUMAN,VPS33B
VPS16_HUMAN,VPS16
VPS11_HUMAN,VPS11
IL25_HUMAN,IL25
DCSTP_HUMAN,DCSTAMP
AL8A1_HUMAN,ALDH8A1
CXL16_HUMAN,CXCL16
CHST8_HUMAN,CHST8
SYT4_HUMAN,SYT4
S26A1_HUMAN,SLC26A1
GAN_HUMAN,GAN
LHX5_HUMAN,LHX5
ARV1_HUMAN,ARV1
MFTC_HUMAN,SLC25A32
TARA_HUMAN,TRIOBP
SEM6A_HUMAN,SEMA6A
3BHS7_HUMAN,HSD3B7
EPC1_HUMAN,EPC1
CCD68_HUMAN,CCDC68
SLK_HUMAN,SLK
TSYL2_HUMAN,TSPYL2
GO45_HUMAN,BLZF1
PPIL3_HUMAN,PPIL3
S38A1_HUMAN,SLC38A1
PDCL3_HUMAN,PDCL3
S6A15_HUMAN,SLC6A15
IF3M_HUMAN,MTIF3
TNKS2_HUMAN,TNKS2
TAOK3_HUMAN,TAOK3
TMM60_HUMAN,TMEM60
RASF4_HUMAN,RASSF4
BHMT2_HUMAN,BHMT2
RBGPR_HUMAN,RAB3GAP2
ADNP_HUMAN,ADNP
KLK15_HUMAN,KLK15
KCNN2_HUMAN,KCNN2
RNF39_HUMAN,RNF39
TNMD_HUMAN,TNMD
IKZF4_HUMAN,IKZF4
DHX36_HUMAN,DHX36
IPYR2_HUMAN,PPA2
ADAM7_HUMAN,ADAM7
SPNS1_HUMAN,SPNS1
M4A6A_HUMAN,MS4A6A
MIXL1_HUMAN,MIXL1
CHRD_HUMAN,CHRD
CLC4M_HUMAN,CLEC4M
HIPK2_HUMAN,HIPK2
S12A5_HUMAN,SLC12A5
ZN106_HUMAN,ZNF106
PARL_HUMAN,PARL
CDIP1_HUMAN,CDIP1
MMP27_HUMAN,MMP27
PININ_HUMAN,PNN
RHBG_HUMAN,RHBG
TTYH1_HUMAN,TTYH1
ATS10_HUMAN,ADAMTS10
E41LB_HUMAN,EPB41L4B
FOXP1_HUMAN,FOXP1
PABP3_HUMAN,PABPC3
P63_HUMAN,TP63
BACD3_HUMAN,KCTD10
MOD5_HUMAN,TRIT1
CK068_HUMAN,C11orf68
GPT_HUMAN,DPAGT1
MTRFR_HUMAN,MTRFR
GHITM_HUMAN,GHITM
BOLA2_HUMAN,BOLA2
MMAD_HUMAN,MMADHC
KCNF1_HUMAN,KCNF1
TXNIP_HUMAN,TXNIP
TMX1_HUMAN,TMX1
HRH4_HUMAN,HRH4
NELFA_HUMAN,NELFA
GCP60_HUMAN,ACBD3
BORG4_HUMAN,CDC42EP4
G3ST2_HUMAN,GAL3ST2
KDM4C_HUMAN,KDM4C
NDST4_HUMAN,NDST4
MUC13_HUMAN,MUC13
CENPH_HUMAN,CENPH
SEM4A_HUMAN,SEMA4A
TMPS5_HUMAN,TMPRSS5
TPK1_HUMAN,TPK1
PTN23_HUMAN,PTPN23
SEM6C_HUMAN,SEMA6C
SEM6B_HUMAN,SEMA6B
UN45A_HUMAN,UNC45A
MFSD1_HUMAN,MFSD1
SMOC2_HUMAN,SMOC2
SRMS_HUMAN,SRMS
DNJC5_HUMAN,DNAJC5
LIME1_HUMAN,LIME1
DSN1_HUMAN,DSN1
HIPK3_HUMAN,HIPK3
KCNKF_HUMAN,KCNK15
CHM4B_HUMAN,CHMP4B
FZD8_HUMAN,FZD8
CUED2_HUMAN,CUEDC2
FXL15_HUMAN,FBXL15
RBSK_HUMAN,RBKS
FN3K_HUMAN,FN3K
OFUT1_HUMAN,POFUT1
PIGU_HUMAN,PIGU
MLP3A_HUMAN,MAP1LC3A
TOR3A_HUMAN,TOR3A
WNK1_HUMAN,WNK1
GLP3L_HUMAN,GOLPH3L
GOLP3_HUMAN,GOLPH3
DPEP2_HUMAN,DPEP2
OSGL1_HUMAN,OSGEPL1
PLK3_HUMAN,PLK3
SAV1_HUMAN,SAV1
TBB1_HUMAN,TUBB1
CSTN2_HUMAN,CLSTN2
NXF3_HUMAN,NXF3
RHOJ_HUMAN,RHOJ
DEFI6_HUMAN,DEF6
SIA7D_HUMAN,ST6GALNAC4
SMOC1_HUMAN,SMOC1
E41L1_HUMAN,EPB41L1
GAPR1_HUMAN,GLIPR2
FA83D_HUMAN,FAM83D
ZHX3_HUMAN,ZHX3
EMRE_HUMAN,SMDT1
MTG2_HUMAN,MTG2
SENP3_HUMAN,SENP3
OSBL3_HUMAN,OSBPL3
SMRCD_HUMAN,SMARCAD1
FBX44_HUMAN,FBXO44
PKHA4_HUMAN,PLEKHA4
EHD1_HUMAN,EHD1
RNF41_HUMAN,RNF41
PRD12_HUMAN,PRDM12
GSX1_HUMAN,GSX1
ZSC16_HUMAN,ZSCAN16
COE3_HUMAN,EBF3
RGCC_HUMAN,RGCC
GSTO2_HUMAN,GSTO2
ZN335_HUMAN,ZNF335
CAPAM_HUMAN,PCIF1
BAFL_HUMAN,BANF2
ALG2_HUMAN,ALG2
ZN644_HUMAN,ZNF644
HEAT1_HUMAN,HEATR1
DUS21_HUMAN,DUSP21
VIAAT_HUMAN,SLC32A1
CK001_HUMAN,C11orf1
ZN768_HUMAN,ZNF768
SUV92_HUMAN,SUV39H2
PIEZ2_HUMAN,PIEZO2
ELOV6_HUMAN,ELOVL6
TAF1D_HUMAN,TAF1D
SG196_HUMAN,POMK
RABE2_HUMAN,RABEP2
PDZD7_HUMAN,PDZD7
TFB2M_HUMAN,TFB2M
ZCHC4_HUMAN,ZCCHC4
IKZF5_HUMAN,IKZF5
CDCP1_HUMAN,CDCP1
STEEP_HUMAN,STEEP1
CIA2A_HUMAN,CIAO2A
SLIK6_HUMAN,SLITRK6
DHX35_HUMAN,DHX35
F124B_HUMAN,FAM124B
PIF1_HUMAN,PIF1
RPP21_HUMAN,RPP21
NSUN3_HUMAN,NSUN3
STN1_HUMAN,STN1
ASB7_HUMAN,ASB7
BICC1_HUMAN,BICC1
CLMP_HUMAN,CLMP
EPHX3_HUMAN,EPHX3
XKR8_HUMAN,XKR8
HAUS4_HUMAN,HAUS4
CC134_HUMAN,CCDC134
STPAP_HUMAN,TUT1
REEP4_HUMAN,REEP4
SOX17_HUMAN,SOX17
CSTP1_HUMAN,CSTPP1
ILRUN_HUMAN,ILRUN
TM231_HUMAN,TMEM231
ARMC7_HUMAN,ARMC7
RETR1_HUMAN,RETREG1
TASP1_HUMAN,TASP1
SLAP2_HUMAN,SLA2
CIAO3_HUMAN,CIAO3
DHX33_HUMAN,DHX33
ACSS3_HUMAN,ACSS3
NOL6_HUMAN,NOL6
ZDHC6_HUMAN,ZDHHC6
WDCP_HUMAN,WDCP
YTDC2_HUMAN,YTHDC2
AZI2_HUMAN,AZI2
ES8L2_HUMAN,EPS8L2
ESRP2_HUMAN,ESRP2
RPAP3_HUMAN,RPAP3
BCAS3_HUMAN,BCAS3
ALG9_HUMAN,ALG9
RIOX1_HUMAN,RIOX1
ANTR1_HUMAN,ANTXR1
RN167_HUMAN,RNF167
RANB3_HUMAN,RANBP3
EGLN3_HUMAN,EGLN3
GARE1_HUMAN,GAREM1
ZN552_HUMAN,ZNF552
PACER_HUMAN,RUBCNL
SPRNG_HUMAN,SPRING1
GREM2_HUMAN,GREM2
DCTP1_HUMAN,DCTPP1
RNZ1_HUMAN,ELAC1
SH24A_HUMAN,SH2D4A
EXO5_HUMAN,EXO5
PEAK1_HUMAN,PEAK1
CPLN1_HUMAN,CPLANE1
RPF2_HUMAN,RPF2
SMYD3_HUMAN,SMYD3
SYNCI_HUMAN,SYNC
DOCK5_HUMAN,DOCK5
WDR26_HUMAN,WDR26
TDRD3_HUMAN,TDRD3
CH033_HUMAN,C8orf33
AT133_HUMAN,ATP13A3
MET17_HUMAN,METTL17
SDS3_HUMAN,SUDS3
VISTA_HUMAN,VSIR
SFR19_HUMAN,SCAF1
MB12B_HUMAN,MVB12B
PKHG2_HUMAN,PLEKHG2
ZN703_HUMAN,ZNF703
AUNIP_HUMAN,AUNIP
SYNG1_HUMAN,SYNDIG1
NAA60_HUMAN,NAA60
ZN696_HUMAN,ZNF696
NRDE2_HUMAN,NRDE2
KAT8_HUMAN,KAT8
PGES2_HUMAN,PTGES2
TLE6_HUMAN,TLE6
PACC1_HUMAN,PACC1
PHAX_HUMAN,PHAX
DCR1B_HUMAN,DCLRE1B
UBE2Z_HUMAN,UBE2Z
GEMI7_HUMAN,GEMIN7
ACAD9_HUMAN,ACAD9
MT21D_HUMAN,VCPKMT
YYAP1_HUMAN,YY1AP1
RMD5A_HUMAN,RMND5A
PKRI1_HUMAN,PRKRIP1
TTC12_HUMAN,TTC12
CSR2B_HUMAN,KAT14
DDX31_HUMAN,DDX31
MET7A_HUMAN,METTL7A
PAAT_HUMAN,PAAT
MMRN2_HUMAN,MMRN2
BRD9_HUMAN,BRD9
CNNM2_HUMAN,CNNM2
MINY3_HUMAN,MINDY3
EVA1A_HUMAN,EVA1A
ZN395_HUMAN,ZNF395
PORED_HUMAN,SRD5A3
MOB1A_HUMAN,MOB1A
AKTIP_HUMAN,AKTIP
ECT2_HUMAN,ECT2
PKHF2_HUMAN,PLEKHF2
TRI45_HUMAN,TRIM45
IPPK_HUMAN,IPPK
ZDH11_HUMAN,ZDHHC11
ANKZ1_HUMAN,ANKZF1
GORS2_HUMAN,GORASP2
ZWILC_HUMAN,ZWILCH
REEP1_HUMAN,REEP1
MTD2L_HUMAN,MTHFD2L
GHC1_HUMAN,SLC25A22
MED20_HUMAN,MED20
QTRT2_HUMAN,QTRT2
WDR54_HUMAN,WDR54
ARP8_HUMAN,ACTR8
SYP2L_HUMAN,SYNPO2L
MARH7_HUMAN,MARCHF7
ARMT1_HUMAN,ARMT1
PANK3_HUMAN,PANK3
CNO10_HUMAN,CNOT10
RMI1_HUMAN,RMI1
EHMT1_HUMAN,EHMT1
SFXN1_HUMAN,SFXN1
SPE39_HUMAN,VIPAS39
ZN408_HUMAN,ZNF408
ANRA2_HUMAN,ANKRA2
ARP5_HUMAN,ACTR5
AGO3_HUMAN,AGO3
VP37B_HUMAN,VPS37B
RM44_HUMAN,MRPL44
UBP42_HUMAN,USP42
MER34_HUMAN,ERVMER34
KANL2_HUMAN,KANSL2
AKIR1_HUMAN,AKIRIN1
CHODL_HUMAN,CHODL
UNKL_HUMAN,UNKL
L2HDH_HUMAN,L2HGDH
CSN7B_HUMAN,COPS7B
NHEJ1_HUMAN,NHEJ1
NANOG_HUMAN,NANOG
FKRP_HUMAN,FKRP
ELP3_HUMAN,ELP3
RN122_HUMAN,RNF122
JMJD4_HUMAN,JMJD4
RPA2_HUMAN,POLR1B
LN28A_HUMAN,LIN28A
ZMAT3_HUMAN,ZMAT3
UCK1_HUMAN,UCK1
TBC17_HUMAN,TBC1D17
CERS4_HUMAN,CERS4
S52A2_HUMAN,SLC52A2
PPCS_HUMAN,PPCS
SUCHY_HUMAN,SUGCT
UBTD1_HUMAN,UBTD1
WDR41_HUMAN,WDR41
EAF6_HUMAN,MEAF6
TASL_HUMAN,TASL
SP30L_HUMAN,SAP30L
COE2_HUMAN,EBF2
NMNA1_HUMAN,NMNAT1
MLXIP_HUMAN,MLXIP
LIN7B_HUMAN,LIN7B
KIF9_HUMAN,KIF9
AGRL3_HUMAN,ADGRL3
S28A3_HUMAN,SLC28A3
ROP1A_HUMAN,ROPN1
SIAE_HUMAN,SIAE
PELI2_HUMAN,PELI2
PKHA5_HUMAN,PLEKHA5
SMUF2_HUMAN,SMURF2
RENT2_HUMAN,UPF2
RNPL1_HUMAN,RNPEPL1
GBB4_HUMAN,GNB4
XPO5_HUMAN,XPO5
TNR27_HUMAN,EDA2R
GRPE1_HUMAN,GRPEL1
BRF2_HUMAN,BRF2
CLSPN_HUMAN,CLSPN
UD17_HUMAN,UGT1A7
UD110_HUMAN,UGT1A10
UD18_HUMAN,UGT1A8
BCDO1_HUMAN,BCO1
CLK4_HUMAN,CLK4
PRD16_HUMAN,PRDM16
ELOV3_HUMAN,ELOVL3
MYG1_HUMAN,MYG1
PKHA3_HUMAN,PLEKHA3
PKHA1_HUMAN,PLEKHA1
ILRL2_HUMAN,IL1RL2
CP343_HUMAN,CYP3A43
SP110_HUMAN,SP110
NET4_HUMAN,NTN4
ELL3_HUMAN,ELL3
CYBP_HUMAN,CACYBP
PIDD1_HUMAN,PIDD1
NMUR1_HUMAN,NMUR1
RRAGC_HUMAN,RRAGC
FANCE_HUMAN,FANCE
TRPV4_HUMAN,TRPV4
CDHR5_HUMAN,CDHR5
RC3H2_HUMAN,RC3H2
PATZ1_HUMAN,PATZ1
IL21_HUMAN,IL21
IL21R_HUMAN,IL21R
ZFYV1_HUMAN,ZFYVE1
VPP4_HUMAN,ATP6V0A4
IF122_HUMAN,IFT122
LY9_HUMAN,LY9
RHOF_HUMAN,RHOF
DEFM_HUMAN,PDF
RDH14_HUMAN,RDH14
BEX1_HUMAN,BEX1
MKNK2_HUMAN,MKNK2
PARVG_HUMAN,PARVG
PARVB_HUMAN,PARVB
CP4FB_HUMAN,CYP4F11
CLTRN_HUMAN,CLTRN
AS3MT_HUMAN,AS3MT
TENS1_HUMAN,TNS1
NMRL1_HUMAN,NMRAL1
VEZA_HUMAN,VEZT
SPC25_HUMAN,SPC25
TAF9B_HUMAN,TAF9B
CAD20_HUMAN,CDH20
Z286A_HUMAN,ZNF286A
BARX1_HUMAN,BARX1
EKI1_HUMAN,ETNK1
SACA1_HUMAN,SPACA1
LPAR2_HUMAN,LPAR2
LRRC4_HUMAN,LRRC4
AGRL4_HUMAN,ADGRL4
LGR6_HUMAN,LGR6
RXFP1_HUMAN,RXFP1
NOX3_HUMAN,NOX3
SGK2_HUMAN,SGK2
ARNT2_HUMAN,ARNT2
TM165_HUMAN,TMEM165
OTOF_HUMAN,OTOF
ABC3G_HUMAN,APOBEC3G
TPC_HUMAN,SLC25A19
PROK2_HUMAN,PROK2
LFG4_HUMAN,TMBIM4
NOD2_HUMAN,NOD2
EMAL4_HUMAN,EML4
MRM3_HUMAN,MRM3
CBX8_HUMAN,CBX8
NCKX3_HUMAN,SLC24A3
SENP2_HUMAN,SENP2
CRLF2_HUMAN,CRLF2
CENPJ_HUMAN,CENPJ
ZBT20_HUMAN,ZBTB20
MUC5B_HUMAN,MUC5B
CAN10_HUMAN,CAPN10
GPR35_HUMAN,GPR35
NEK6_HUMAN,NEK6
SPON1_HUMAN,SPON1
MCCB_HUMAN,MCCC2
GDPD2_HUMAN,GDPD2
LST2_HUMAN,ZFYVE28
NCOA5_HUMAN,NCOA5
TANC2_HUMAN,TANC2
EPG5_HUMAN,EPG5
MOV10_HUMAN,MOV10
MET14_HUMAN,METTL14
ARGAL_HUMAN,ARHGEF10L
SMUF1_HUMAN,SMURF1
ANO8_HUMAN,ANO8
TRPM3_HUMAN,TRPM3
GBA2_HUMAN,GBA2
CWC22_HUMAN,CWC22
NCK5L_HUMAN,NCKAP5L
CPNE5_HUMAN,CPNE5
SYTL2_HUMAN,SYTL2
MAGE1_HUMAN,MAGEE1
MSL2_HUMAN,MSL2
TNR6C_HUMAN,TNRC6C
ANKH_HUMAN,ANKH
LRC4C_HUMAN,LRRC4C
ZBT26_HUMAN,ZBTB26
ROBO2_HUMAN,ROBO2
AGO4_HUMAN,AGO4
CHD8_HUMAN,CHD8
GPAT1_HUMAN,GPAM
RESF1_HUMAN,RESF1
PLXA4_HUMAN,PLXNA4
K1549_HUMAN,KIAA1549
E41L5_HUMAN,EPB41L5
TRI39_HUMAN,TRIM39
PGAP6_HUMAN,PGAP6
GPN1_HUMAN,GPN1
GPVI_HUMAN,GP6
KC1G1_HUMAN,CSNK1G1
HHATL_HUMAN,HHATL
GALT9_HUMAN,GALNT9
NPVF_HUMAN,NPVF
PDE11_HUMAN,PDE11A
CP4FC_HUMAN,CYP4F12
TF7L1_HUMAN,TCF7L1
SYF1_HUMAN,XAB2
CD248_HUMAN,CD248
CELR2_HUMAN,CELSR2
PREB_HUMAN,PREB
DPOD4_HUMAN,POLD4
BRMS1_HUMAN,BRMS1
ZN304_HUMAN,ZNF304
TRPC7_HUMAN,TRPC7
S10AE_HUMAN,S100A14
SRA1_HUMAN,SRA1
AT131_HUMAN,ATP13A1
MRS2_HUMAN,MRS2
GOPC_HUMAN,GOPC
LYRM4_HUMAN,LYRM4
B2L10_HUMAN,BCL2L10
SPCS_HUMAN,SEPSECS
CHM1A_HUMAN,CHMP1A
PTPRH_HUMAN,PTPRH
MOG1_HUMAN,RANGRF
MYO10_HUMAN,MYO10
RETN_HUMAN,RETN
NDF4_HUMAN,NEUROD4
NRX3B_HUMAN,NRXN3
JPH1_HUMAN,JPH1
APMAP_HUMAN,APMAP
PLAT1_HUMAN,PLAAT1
WDR6_HUMAN,WDR6
TRXR2_HUMAN,TXNRD2
CD209_HUMAN,CD209
SH22A_HUMAN,SH2D2A
SHCAF_HUMAN,SINHCAF
BPIA1_HUMAN,BPIFA1
PDE7B_HUMAN,PDE7B
ABCB6_HUMAN,ABCB6
S40A1_HUMAN,SLC40A1
IRPL2_HUMAN,IL1RAPL2
ARFG3_HUMAN,ARFGAP3
GCM1_HUMAN,GCM1
ZCC17_HUMAN,ZCCHC17
HM20A_HUMAN,HMG20A
AMBN_HUMAN,AMBN
MLXPL_HUMAN,MLXIPL
RAB18_HUMAN,RAB18
ALG13_HUMAN,ALG13
PALMD_HUMAN,PALMD
SSU72_HUMAN,SSU72
ABCB9_HUMAN,ABCB9
VTA1_HUMAN,VTA1
PLPL8_HUMAN,PNPLA8
SYSM_HUMAN,SARS2
TNR12_HUMAN,TNFRSF12A
PODO_HUMAN,NPHS2
CABP5_HUMAN,CABP5
DPOLM_HUMAN,POLM
RAB9B_HUMAN,RAB9B
S6A20_HUMAN,SLC6A20
S39A2_HUMAN,SLC39A2
FGF20_HUMAN,FGF20
DLRB1_HUMAN,DYNLRB1
MYOZ1_HUMAN,MYOZ1
TREM1_HUMAN,TREM1
EMC7_HUMAN,EMC7
KCMB3_HUMAN,KCNMB3
MMP25_HUMAN,MMP25
ENY2_HUMAN,ENY2
NT5M_HUMAN,NT5M
CABP2_HUMAN,CABP2
PAR6A_HUMAN,PARD6A
ACKR4_HUMAN,ACKR4
LT4R2_HUMAN,LTB4R2
KCNK9_HUMAN,KCNK9
CIP1_HUMAN,CCNB1IP1
A4GAT_HUMAN,A4GALT
MYOZ2_HUMAN,MYOZ2
MYNN_HUMAN,MYNN
SIX2_HUMAN,SIX2
EXOS4_HUMAN,EXOSC4
SO1B3_HUMAN,SLCO1B3
UBE2T_HUMAN,UBE2T
NGRN_HUMAN,NGRN
NOP10_HUMAN,NOP10
SPAG4_HUMAN,SPAG4
CD320_HUMAN,CD320
CHSTB_HUMAN,CHST11
OSGEP_HUMAN,OSGEP
DMAP1_HUMAN,DMAP1
IL23A_HUMAN,IL23A
ADAP2_HUMAN,ADAP2
FZD3_HUMAN,FZD3
NGB_HUMAN,NGB
UBN1_HUMAN,UBN1
PCD12_HUMAN,PCDH12
ZDHC4_HUMAN,ZDHHC4
PPA6_HUMAN,ACP6
INO1_HUMAN,ISYNA1
IL1AP_HUMAN,IL1RAP
NOX4_HUMAN,NOX4
IL26_HUMAN,IL26
TM138_HUMAN,TMEM138
BRD7_HUMAN,BRD7
NRK2_HUMAN,NMRK2
DCP1A_HUMAN,DCP1A
FANCF_HUMAN,FANCF
KCJ16_HUMAN,KCNJ16
MKKS_HUMAN,MKKS
ACO13_HUMAN,ACOT13
PNRC2_HUMAN,PNRC2
MED4_HUMAN,MED4
NXT2_HUMAN,NXT2
TIDC1_HUMAN,TIMMDC1
NLRC4_HUMAN,NLRC4
RIC8A_HUMAN,RIC8A
SEM4B_HUMAN,SEMA4B
GP108_HUMAN,GPR108
C1QR1_HUMAN,CD93
B3GA2_HUMAN,B3GAT2
AT132_HUMAN,ATP13A2
SLAF7_HUMAN,SLAMF7
LUC7L_HUMAN,LUC7L
ESM1_HUMAN,ESM1
AKIP1_HUMAN,AKIP1
SCUB2_HUMAN,SCUBE2
ISK5_HUMAN,SPINK5
S52A3_HUMAN,SLC52A3
LZTL1_HUMAN,LZTFL1
RM40_HUMAN,MRPL40
SSF1_HUMAN,PPAN
PLCB1_HUMAN,PLCB1
LHX9_HUMAN,LHX9
CASS4_HUMAN,CASS4
MEPE_HUMAN,MEPE
CRAC1_HUMAN,CRTAC1
GPC5C_HUMAN,GPRC5C
TRI36_HUMAN,TRIM36
HEYL_HUMAN,HEYL
TIGAR_HUMAN,TIGAR
ANO2_HUMAN,ANO2
COPRS_HUMAN,COPRS
A1CF_HUMAN,A1CF
TRPV5_HUMAN,TRPV5
TF7L2_HUMAN,TCF7L2
JADE2_HUMAN,JADE2
RTN4_HUMAN,RTN4
CYLD_HUMAN,CYLD
IFT46_HUMAN,IFT46
HINT3_HUMAN,HINT3
MANBL_HUMAN,MANBAL
RPR1B_HUMAN,RPRD1B
MID51_HUMAN,MIEF1
HPS4_HUMAN,HPS4
XPP3_HUMAN,XPNPEP3
DDX4_HUMAN,DDX4
RRAGD_HUMAN,RRAGD
DMRT3_HUMAN,DMRT3
DAAF6_HUMAN,DNAAF6
PFD4_HUMAN,PFDN4
S35C2_HUMAN,SLC35C2
KMT5A_HUMAN,KMT5A
